fecha_extraccion,grupo_url,post_texto,longitud_texto,content_hash,scroll_origen,nombre_negocio_estimado,direcciones_detectadas,barrios_detectados,categoria_producto,productos_keywords,tiene_nombre_estimado,tiene_direccion,tiene_categoria,requiere_revision_manual
2026-06-29 17:02:10,https://www.facebook.com/groups/1745396122434438/,"¡El Tamal Tolimense de Tradición al Horno® — hecho a mano como siempre! Masa de maíz amarillo, pollo, papa criolla, zanahoria y huevo cocido — todo envuelto en hoja de bijao fresca por nuestra experta, uno por uno. La hoja de bijao no es solo tradición — durante la cocción transfiere compuestos aromáticos naturales al relleno. Eso es lo que hace diferente un tamal hecho con amor a uno industrial. Desde 2008 los hacemos igual en Medellín. Sin atajos. Sin conservantes. Solo tradición Pedidos individuales y por docenas Ideales para desayunos familiares · eventos · catering Con 24 horas de anticipación WhatsApp: 3192967158 · 324 5582976 DiDi Food: Tradición al Horno #TradicionAlHorno #TamalMedellin #Desde2008 #comidacolombia Ver menos",740,db663bfc6c76d95821c8fb402643580b8eb1899e18f662c876039245e7166b05,33,,,,tamales,tamal,No,No,Si,Si
2026-06-29 17:02:23,https://www.facebook.com/groups/1745396122434438/,Cada torta cuenta una historia… y esta está hecha para agradecer a quienes dejan huellas para toda la vida Sorprende a esa persona especial con una torta personali... Ver más,174,6173005473f2772435397640adfba050d9327706336a405de57319a22df15466,34,,,,postres/repostería,torta,No,No,Si,Si
2026-06-29 17:02:23,https://www.facebook.com/groups/1745396122434438/,Los perros y hamburguesas con más de queso,42,a5e10e4f1c92bd972349ecec2250f4862cb0b82bedc9bba938062bc567a9c0a4,34,,,,hamburguesa,hamburguesa | hamburguesas,No,No,Si,Si
2026-06-29 17:02:24,https://www.facebook.com/groups/1745396122434438/,Domicilios 302 5223321 Domicilios a todo Belén y alrededores,60,d3741260cac5e9897d5370df39f52693625d175362de1a848fd1e7edfb51b620,34,,,,,,No,No,No,Si
2026-06-29 17:02:38,https://www.facebook.com/groups/1745396122434438/,¿Deseas aprender a cocinar con nosotros? Más información 3043846021,67,b2dd48726f5caf92d2938f6dbe70c8b93bc74bc6c476bf5f7f786cbe002952e1,35,,,,,,No,No,No,Si
2026-06-29 17:02:53,https://www.facebook.com/groups/1745396122434438/,"500 mil negociables , en Aranjuez",33,0b119601bb95104903c1869cb7acfa433a8dc598b922257f2b370a1f6343847c,36,,,,,,No,No,No,Si
2026-06-29 17:02:53,https://www.facebook.com/groups/1745396122434438/,"Son 4 baños que puedes usar: Barbecue dulce, barbecue picante, miel mostaza y teriyaki Wa.me/573114332838",105,cc2e390c85972fc7e6161a17a99e1e2f3d8ad12bbd9989b7e1b96bc6e74c74db,36,,,,salsas,picante,No,No,Si,Si
2026-06-29 17:02:53,https://www.facebook.com/groups/1745396122434438/,¿Haz probado nuestras alitas? Son una cosa de locos,51,89dead578dbe44c3df328c05a3ef605e7b45018c5ac1871964c05e7300c43037,36,,,,,,No,No,No,Si
2026-06-29 17:03:13,https://www.facebook.com/groups/1745396122434438/,"Ripio de papas full, muy rico con salsa roja",44,4a5b03c233a36b651f624131146cff6648f555576691d1cfff05fb95f2ee1b65,37,,,,comida rápida | salsas,papas | salsa,No,No,Si,Si
2026-06-29 17:03:13,https://www.facebook.com/groups/1745396122434438/,SE NECESITA MECANICO MOTOS CILINDRAJE 100-125 PAGOS SEMANALES INFO WHATSAPP - 3127270473,88,91ea6c7f401a05405c7ff92a03e91a6c7cee9c0e31b7faec47483c4074bafa04,37,,,,,,No,No,No,Si
2026-06-29 17:03:31,https://www.facebook.com/groups/1745396122434438/,Detalles para este 15 de mayo día del maestro!! Haz tu pedido al WhatsApp 3002483928,84,8377b749b5012998ba42d4eb2aed3e996f8a9b8854bc2b758fd51502a32f249f,38,,,,,,No,No,No,Si
2026-06-29 17:03:31,https://www.facebook.com/groups/1745396122434438/,"4 kilos de comida en estas salchipapas, no lo puedo creer",57,bd5c3760160e39570e26e97ce44b6a5af3881f1b0c1995be44708c159058026e,38,,,,comida rápida,papas | salchipapa,No,No,Si,Si
2026-06-29 17:03:51,https://www.facebook.com/groups/1745396122434438/,"Nuestros productos son preparados con dedicación y cuidado, porque creemos que tu bienestar es fundamental. #comidassaludables #restaurantemedellin #medellin #domicilios #DidiFood #Rapid Ver menos",196,48bdbc4e50262dd0b3694de18bf6a716b6e6ac77c69f64469d1a98a5db5e5dc7,39,Restaurantemedellin,,,saludable,saludable,Si,No,Si,Si
2026-06-29 17:03:51,https://www.facebook.com/groups/1745396122434438/,"¿Todavía controlas tu gimnasio con Excel o anotaciones manuales? Con Thanos Gym POS puedes administrar membresías, pagos, inventario, clientes y facturación desde un solo sistema. Más control, menos pérdidas y más ganancias para tu negocio Solicita información inmediata aquí → https://wa.link/9axu35",300,97376774802705a50ebb942d1a6aaca1b2c210b426f0871f11e4e14ddf6ee18b,39,,,,,,No,No,No,Si
2026-06-29 17:04:17,https://www.facebook.com/groups/1745396122434438/,Domicilios 302 5223321 Deliciosos chuzos de pollo,49,9ef0cd78436771d7080eb8529917abbabd8610bcf813b90181f235e830ebaf40,40,,,,,,No,No,No,Si
2026-06-29 17:04:17,https://www.facebook.com/groups/1745396122434438/,*NUEVO SABOR LA ENCHULADA* •N... Ver más,40,dd51d106f5fcefb248983ceeed704df30c59413d5a9d13faa898e947d0cf0e91,40,,,,,,No,No,No,Si
2026-06-29 17:04:42,https://www.facebook.com/groups/1745396122434438/,"Elegancia, detalle y mucho sabor en un solo pastel Haz que tu celebración se vea tan especial como la imaginas Cr... Ver más",124,aca1bb2ec9e7325dcd6ead92c577454a3af811a54515a0bc89a58ebf70a3827c,41,,,,,,No,No,No,Si
2026-06-29 17:04:42,https://www.facebook.com/groups/1745396122434438/,"No estás preparado para esto: crema de coco, maracuyá y queso en costra",71,430563eb6a50416cb42b854c5c8ab4162ee9fa25618936f4a1ef720a3f6b5e86,41,,,,,,No,No,No,Si
2026-06-29 17:06:03,https://www.facebook.com/groups/1745396122434438/,La pizza más grande*Nuestras sedes* •... Ver más,48,5664df7ee8a78f7f55eda389e983eebe44a4d81c8766c96f65d732e383fb1a87,43,,,,pizza,pizza,No,No,Si,Si
2026-06-29 17:06:30,https://www.facebook.com/groups/1745396122434438/,"Haz este día de las madres inolvidable con una de nuestras tortas saludables, disponibles en 5 sabores y opciones decoradas o sin decorar. Entregamos a todo Colombia ... Ver más",177,7675b0ee4e7ad786d6dffe1b7a74769cdcd846d4ba46a3458a2d4f431dc2d56b,44,,,,postres/repostería | saludable,torta | tortas | saludable,No,No,Si,Si
2026-06-29 17:06:48,https://www.facebook.com/groups/1745396122434438/,"Haz este día de las madres inolvidable con una de nuestras tortas saludables, disponibles en 5 sabores y opciones decoradas o sin decorar. Entregamos a todo Colombia 57 304 3846021 #tortas #tortassaludables #restaurantemedellin #diadelasmadres Ver menos",253,e666b84fc3bfd3e30166d2adf52733dd99d701321cd900f6386dae4d79391b92,45,Restaurantemedellin,,,postres/repostería | saludable,torta | tortas | saludable,Si,No,Si,Si
2026-06-29 17:06:48,https://www.facebook.com/groups/1745396122434438/,Que delicia estas tortas de pescado,35,b2341b8d53ab8f26d2d9e7c0cc98be7b307bcf791275257b6faad6d7eca69469,45,,,,postres/repostería,torta | tortas,No,No,Si,Si
2026-06-29 17:06:48,https://www.facebook.com/groups/1745396122434438/,"Celebra el mes de las madres con los tamales más saludables y deliciosos, ideales para compartir en familia. Haz tus pedidos en cualquier lugar de Colombia y si está... Ver más",176,79c86a35482313a6256a561684198c5c0fc12503e3bf3f95822f3e60b18ad26b,45,,,,tamales | saludable,tamal | tamales | saludable,No,No,Si,Si
2026-06-29 17:06:48,https://www.facebook.com/groups/1745396122434438/,"Celebra el mes de las madres con los tamales más saludables y deliciosos, ideales para compartir en familia. Haz tus pedidos en cualquier lugar de Colombia si es... Ver más",172,8cc915a492051fcc5813427eebe9634600ee55c4d5a51a8a5c883cac060abcd0,45,,,,tamales | saludable,tamal | tamales | saludable,No,No,Si,Si
2026-06-29 17:07:03,https://www.facebook.com/groups/1745396122434438/,"Únete a nosotros para celebrar el día de las madres y encuentra productos que te ayuden a vivir mejor, hechos con la mejor calidad y dedicación, disponibles en toda Colombia Pedidos y domicilios 304 3846021 #FelizDiaDeLasMadres #diadelasmadres #mama #comidassaludables #mamasfelices Ver menos",292,54b2b291d3ab56a9ba5a6b693b27e12e5dddf71adff2cccde9f268a2542a63c2,46,,,,saludable,saludable,No,No,Si,Si
2026-06-29 17:07:22,https://www.facebook.com/groups/1745396122434438/,"Tus vacaciones soñadas y al mejor precio con @JM TOURS, RNT 276369. Planes todo incluído, con facilidad de pago recuerda que naciste para recorrer el mundo que ... Ver más",171,6cbe5bcd4857cdf1be368cc0bf4abfbde0a2cd757a9ca4eaca3ac1b4a4533e21,47,,,,,,No,No,No,Si
2026-06-29 17:07:22,https://www.facebook.com/groups/1745396122434438/,En venta1.-Lavadora Whirlpool automática en muy buenas condiciones y funcionamiento 500 mil2.- nevera no FROST en excelente estado y funcionamiento 350 mil Ver más,163,6e660b7907e8725cdd82a875ea5b93cb1350c72a167c9a1753eeaef3bb79993b,47,,,,,,No,No,No,Si
2026-06-29 17:07:22,https://www.facebook.com/groups/1745396122434438/,En envigado Trasversal 34b sur # 32-73 Envigado- Colombia,57,564274e7c4ed738be18ffb3b6808ddac3347672b3a56b77ac022fe8044ccae54,47,,,,,,No,No,No,Si
2026-06-29 17:07:39,https://www.facebook.com/groups/1745396122434438/,En venta 1.-Lavadora Whirlpool automática en muy buenas condiciones y funcionamiento 500 mil 2.- nevera no FROST en excelente estado y funcionamiento 350 mil Ver más,165,7aaad0acc0b7c9ce9c5701a06be31234ec728fce5e13845f40b4ca5168330cea,48,,,,,,No,No,No,Si
2026-06-29 17:07:59,https://www.facebook.com/groups/1745396122434438/,La pizza más grande Nuestras sedes • MEDELLÍN ANTIOQUIA • Laureles- (La 70) 3112175667 Carrera 70A # 46 - 39 Local 102 Cabañas 3117214130 Calle 27A # 55 - 144 Ver menos,168,17d6f286e2fa2b7e3ea3c482e072d7a0bb1d02fc15ba30ed84f721f69a8e1e64,49,,Carrera 70A # 46 - 39 L | Calle 27A # 55 - 144 V,,pizza,pizza,No,Si,Si,Si
2026-06-29 17:07:59,https://www.facebook.com/groups/1745396122434438/,¡FALTAN SOLO 9 DÍAS! NOS QUEDAN MUY POCOS CUPOS La fecha más especial para mamá ya está muy cerca Y en La Greca Gastronomía queremos ayudarte a sorprenderla como se merece La cuenta regresiva continúa… ¡No esperes hasta última hora! Menú Especial Día de la Madre Solo a domicilio Solo sobre pedido Reserva AHORA: 302 250 9535 300 736 6254 Ya son muchas las familias que aseguraron su pedido… ¿Y tú qué esperas para reservar el de mamá? #DiaDeLaMadre #CuentaRegresiva #LaGrecaGastronomia #CuposLimitados #Domicilios #SobrePedido #Env Ver menos,542,3a83d4763e691265d9605a5eedc157e1ce60db01cbd3c9fee0a548c1e978415c,49,La Greca Gastronomía,,,,,Si,No,No,Si
2026-06-29 17:08:22,https://www.facebook.com/groups/1745396122434438/,"¿No puedes dormir por las picaduras? Recupera tu descanso hoy mismo. Agenda tu cita ya! 323 7766515 #CityControlMedellin, #FumigacionesMedellin, #HogarLibreDePlagas, #C... Ver más",179,88176dd11c9ef84a0c0d36ae4327d3bdf97dcf8032a7c5b3cc2816200316f236,50,,,,,,No,No,No,Si
2026-06-29 17:08:22,https://www.facebook.com/groups/1745396122434438/,¿Ya conocías nuestro lavaplatos neutro? Una solución diferente para un mercado que cada vez exige más: Fórmula suave y segura Ideal para clientes sensibles Amigable con el medio ambiente,186,fd3f9819afa87ccb4689b21f5c1f0907cb9ca794ab6d90708facc149e08d6fb8,50,,,,,,No,No,No,Si
2026-06-29 17:08:38,https://www.facebook.com/groups/1745396122434438/,Papas con costilla deshuesada,29,b0cfd94e00d5f085002079cdc77025f06d3bca90a3021960a19e0e5258c078a3,51,,,,comida rápida,papas,No,No,Si,Si
2026-06-29 17:08:53,https://www.facebook.com/groups/1745396122434438/,https://www.facebook.com/marketplace/item/4389278724626554/?mibextid=dXMIcH,75,176f934b75320119aebbfad2a33026271c6dfe862ca6f051cf802f0df7156a55,52,,,,,,No,No,No,Si
2026-06-29 17:09:14,https://www.facebook.com/groups/1745396122434438/,"Deseas mercar de forma inteligente, saludable y cuidar tu vida y la de tu familia en #verdesaboressaludables tenemos los mejores productos y al mejor precioContáctanos y nosotros te asesoramos en tu compra 304 3846021https://verde-sabores-fresh.base44.app",255,ea17491b979b6297b8f1aba2217473b44510ae684e80c05e1eb659da67b1d51f,53,Verdesaboressaludables,,,saludable,saludable,Si,No,Si,Si
2026-06-29 17:09:14,https://www.facebook.com/groups/1745396122434438/,Poder real contra la grasa... Ver más,37,2c97b2689d0723f32b8da13d4d1b7a618a1b8b743d372169455febd24c879e21,53,,,,,,No,No,No,Si
2026-06-29 17:09:14,https://www.facebook.com/groups/1745396122434438/,¿Se te acaba muy rápido el lavaplatos?... Ver más,49,e909ad83574d91378eff5eaa1ce6d45d8ff30deb2205863e06da8b5f5f1993cd,53,,,,,,No,No,No,Si
2026-06-29 17:09:14,https://www.facebook.com/groups/1745396122434438/,"Empanadas argentinas Pidelas a tu gusto ( fritas o horneadas) Sabores increíbles y únicos Ventas al por mayor y detal , Punto físico carrera 51 3sur #9 barrio cristo rey O puede comunicarse directamente a la línea de WhatsApp Ver menos",235,905c3d0050244792ba3799ae7bfe05787d8c9f8a9a79e3b80b4cb6c305ea7509,53,,,,,,No,No,No,Si
2026-06-29 17:09:14,https://www.facebook.com/groups/1745396122434438/,"Menos complicaciones, más sabor. ... Ver más",44,a04e27f604855b23d1fced94d4b5bd64f1a63c0990d83a57d9840c3cca7d65e0,53,,,,,,No,No,No,Si
2026-06-29 17:09:33,https://www.facebook.com/groups/1745396122434438/,"Endulzamos tu dia y en las noches una deliciosa comida para compartir en familia. No esperes mas escribenos para realizar tu pedido al numero3107413395Domicilios en bello, castilla y zonas aledañas",197,47f96b2335f43960cf690a9e2090b25aa556eb4fa685d0b2a682b5afbf7047a4,54,,,,,,No,No,No,Si
2026-06-29 17:09:34,https://www.facebook.com/groups/1745396122434438/,Comunícate al link de WhatsApp,30,c865d6267ce3e463d30b6550369d553e79341cabc67d9c5443cc05acea7e93a7,54,,,,,,No,No,No,Si
2026-06-29 17:09:34,https://www.facebook.com/groups/1745396122434438/,No te pierdas de las mejores empanadas de medellín con sabores único y argentinoVar... Ver más,94,ec50a9496ab2f5b7b5018a3dcc22a0d5349544d05563a249fa48a84e0a481420,54,,,,,,No,No,No,Si
2026-06-29 17:09:35,https://www.facebook.com/groups/1745396122434438/,No te pierdas de las mejores empanadas de medellín con sabores único y argentino Var... Ver más,95,9832b5c7db992eaf588ca08eaba655faf8f5680b74101e9eca3496652ac333fe,54,,,,,,No,No,No,Si
2026-06-29 17:09:35,https://www.facebook.com/groups/1745396122434438/,Deliciosas empanadas argentinas Sabores increíbles Id... Ver más,64,f0f5d48d89f1713be1d6b9b3c70ab858bf99ca5b349af400b89b20e9dbc3d31b,54,,,,,,No,No,No,Si
2026-06-29 17:09:59,https://www.facebook.com/groups/1745396122434438/,Solo personas serias !! 3122445328,34,5158d50dbf301bc519d53b500af1ff33790daffa33b2b8b7a7d6628fdf18a5ae,55,,,,,,No,No,No,Si
2026-06-29 17:10:13,https://www.facebook.com/groups/1745396122434438/,¡FALTAN SOLO 12 DÍAS! L... Ver más,34,c1cfb7570a0f928aa7fd06bd9d0bb86fc3f81ab3240efb6d0b459ace15567a01,56,,,,,,No,No,No,Si
2026-06-29 17:10:47,https://www.facebook.com/groups/1745396122434438/,MAMÁ merece un día inolvidable ... Ver más,42,f213af1a08720930c9562073c20563f0ad7df77776a4d187e84edbdefb359366,57,,,,,,No,No,No,Si
2026-06-29 17:11:05,https://www.facebook.com/groups/1745396122434438/,MES DE LA MADRE Tenemos súper descuentos en maletas Ap... Ver más,65,880b04ec63a917d592f745793654ac4e7aa1ecc86b563d9ffaee401c4de5828d,58,,,,,,No,No,No,Si
2026-06-29 17:11:05,https://www.facebook.com/groups/1745396122434438/,Afiliaciónes paola mendoza,26,38d8c6bddd5522c58d5ac3a0c7384379279de9666fe0415a2ad8bf4f08748364,58,,,,,,No,No,No,Si
2026-06-29 17:11:24,https://www.facebook.com/groups/1745396122434438/,Este Domingo no te pierdas de nuestra gastronomía Ecuatoriana... Guatita y Encebollados Recu... Ver más,103,8e2aa6bfdc429e37bab594050a06b27c20b639736200d8fa4eeee0c50d34a321,59,,,,,,No,No,No,Si
2026-06-29 17:12:11,https://www.facebook.com/groups/1745396122434438/,"Vendo: Mostrador 200 mil Tv ( viejito) de 37 Sony 70 mil Ventilador Patton 200 mil Smartv de 32"" con teatro de música pequeño 500mil Ver más",140,537c3c93e6856a707638f5f7ae6131f8936816aff02d957c0fa665f2239c4670,61,,,,,,No,No,No,Si
2026-06-29 17:12:58,https://www.facebook.com/groups/1745396122434438/,Hamburguesa por solo 21.000mil con queso gran apadano,53,c8036f673af638bd48e6e6ef6cdee996256cde9045764ed5c4abc7adaf101a71,63,,,,hamburguesa,hamburguesa,No,No,Si,Si
2026-06-29 17:12:58,https://www.facebook.com/groups/1745396122434438/,Mamá se merece el mundo... ¿y tú sin saber qué regalarle? ... Ver más,69,619aff30ed1774cd3dc04bd03d9a1c9d752f6539415b288a631f300c4620c37e,63,,,,,,No,No,No,Si
2026-06-29 17:13:15,https://www.facebook.com/groups/1745396122434438/,Hamburguesas con ceviche de chorizo,35,0c5ac5c376fe800b5b828fb9f1946d70a63cffe6af7a1247eb0272c408894509,64,,,,hamburguesa | parrilla/asados,hamburguesa | hamburguesas | chorizo,No,No,Si,Si
2026-06-29 17:13:15,https://www.facebook.com/groups/1745396122434438/,Te invitamos a disfrutar de esta oferta especial Hamburguesa por solo $14.000 302 5223321,89,593d3493a5c137b1080d5dc328cb4da83fe4c666ec769cf834f7cc41ddb49c50,64,,,,hamburguesa,hamburguesa,No,No,Si,Si
2026-06-29 17:14:53,https://www.facebook.com/groups/1745396122434438/,Las cabezonas de hace 32 años deliciosas #hamburguesa #viral #medellin #fblifestyle #foodie,91,b83659ed0fe1f9e7165e76e0d96cacb8975e8056ae63069192b84410c848773c,67,Hamburguesa,,,hamburguesa,hamburguesa,Si,No,Si,Si
2026-06-29 17:14:53,https://www.facebook.com/groups/1745396122434438/,SOLO Para ALQUILER Hablar al WHATSAPP 3042035011... Ver más,59,ac479392e3e8decbf5cd5eb207a536f07f698dbd10c6e497b20a7f503c71cde2,67,,,,,,No,No,No,Si
2026-06-29 17:15:17,https://www.facebook.com/groups/1745396122434438/,Se sincero y califica mi trabajo,32,aa3a1834e54454928302367398d8fc554e68e46063ed9291efec665b39396a13,68,,,,,,No,No,No,Si
2026-06-29 17:15:17,https://www.facebook.com/groups/1745396122434438/,Vitrina para fritos nueva 400 mil Lavadora Whirlpool automática 500 mil Horno 500 mil Ver más,93,a73274e038f415fe3c5dc01b51a852de9813bdeeb62ddc60e5aeb5c16d249125,68,,,,,,No,No,No,Si
2026-06-29 17:15:42,https://www.facebook.com/groups/1745396122434438/,Cuenta regresiva Día de la Madre… Pocos días para el 10 de mayo... Ver más,74,3f60362a0ab6aca4a79669e0b3bd73b78259eefa17f474dcf996edb15a99965d,69,,,,,,No,No,No,Si
2026-06-29 17:16:05,https://www.facebook.com/groups/1745396122434438/,"Bendecido para bendecir Con pequeños gestos podemos generar grandes cambios, te invitamos a unirte y compartir para que juntos podamos brindar apoyo a quienes más lo ... Ver más",177,c2ab41b1f5d4d78a630bc3ba41362c3300673880144e4ba644f2f12720eff6bd,70,,,,,,No,No,No,Si
2026-06-29 17:16:05,https://www.facebook.com/groups/1745396122434438/,Bendecido para bendecir Con poco podemos hacer mucho. #facebookviral #fblifestyles,82,1c7eda40a920767b4711a84fe511188b210e50b60e234027cfe8bead4e58c55b,70,,,,,,No,No,No,Si
2026-06-29 17:16:05,https://www.facebook.com/groups/1745396122434438/,"Para quienes les gusta el picante y hacer deliciosas preparaciones con ellos, vendo, en Medellín, Ají Habanero Rojo y Ají Peruano Amarillo, en fruta. Habanero: Kilo $13.000 y 1/2 libra $8.000. Peruano Amarillo: kilo $15.500 y 1/2 libra $9.000 Wa.me/+573133928240",262,521ec6447277abc8674f276e05014781920b4794c1cb12b9e6330edbef411c72,70,,,,salsas,picante,No,No,Si,Si
2026-06-29 17:16:28,https://www.facebook.com/groups/1745396122434438/,Cuenta regresiva activada… Faltan pocos días para celebrar el amor más grande de todos: mamá ... Ver más,104,b247cb9d57dfc00949233b862d7d98866625bc94350b1437e425aa4dca092387,71,,,,,,No,No,No,Si
2026-06-29 17:16:28,https://www.facebook.com/groups/1745396122434438/,DOMINGO = ANTOJO RESUELTO Hoy se cae a La Greca Gastronomía Rápida sí o sí ... Ver más,86,4e135a1d0a704593885e7797644afde88a5c4c90b894067c0cc9d6e6e9c7a335,71,,,,,,No,No,No,Si
2026-06-29 17:16:50,https://www.facebook.com/groups/1745396122434438/,"¡Mil viajeros de todo el mundo nos calificaron como EXCELENTE en TripAdvisor! En Tradición Al Horno no solo preparamos lechona al horno de leña, entregamos una exper... Ver más",176,287e1e502cef3849ebb2ffe41e22e9da00c097164baea34824cc1783835c21c8,72,TripAdvisor,,,lechona,lechona,Si,No,Si,Si
2026-06-29 17:16:50,https://www.facebook.com/groups/1745396122434438/,"¡Tenemos una noticia increíble que compartir con ustedes! Tradición Al Horno acaba de ser reconocido por TripAdvisor como uno de los mejores restaurantes de Medellín,... Ver más",177,71631fad0d4d55a34405d9304ea74f7b23e2ba94ac80032f5caec731494b5f85,72,,,,,,No,No,No,Si
2026-06-29 17:16:50,https://www.facebook.com/groups/1745396122434438/,La monita de la minorista merece una segunda oportunidad. Apoyanos para ayudarla a superar la adicción y reunirse con su familia y su hijo de 7 años. Comparte este mens... Ver más,179,a30d0b1a2073e0ffba4fec223de08579a3be2ce79491fa1df0c3d8fae2ea56c0,72,,,,,,No,No,No,Si
2026-06-29 17:17:08,https://www.facebook.com/groups/1745396122434438/,Nos encontramos en Medellín realizamos envíos a domicilio... Whatsapp 320 8377360 P... Ver más,94,8fd147a1bdf082a94579f65fc0b9a8ce730c65d2cc3d67bc9d311819ad9aa09f,73,,,,,,No,No,No,Si
2026-06-29 17:17:35,https://www.facebook.com/groups/1745396122434438/,¿Antojo activado o qué? En La Greca Gastronomía Rápida tenemos lo que estás buscando: ... Ver más,97,bc9bff64fbb2054aebbf8659ef45304d96c3eebe43f8f28abd46b4b8d2a38dff,74,La Greca Gastronomía Rápida,,,,,Si,No,No,Si
2026-06-29 17:18:00,https://www.facebook.com/groups/1745396122434438/,Son personas en situación de calle si . Pero son unas lindas personas de ser humanos.. ... Ver más,98,58bfed55912cec8c2456c725f1912cc2b438997f534e4943682c2ac9f422ff8f,75,,,,,,No,No,No,Si
2026-06-29 17:18:00,https://www.facebook.com/groups/1745396122434438/,Un guerrero de la vida .. voy a estar subiendo videos de su historia por partes porque es muy largo el video míralos hasta el final . La re buena #facebookviral #Post... Ver más,177,580155938a13bcc8ebf031eabb27a64a672d8bfd44b7583bc5eed63c9ecc89be,75,,,,,,No,No,No,Si
2026-06-29 17:18:23,https://www.facebook.com/groups/1745396122434438/,VIERNES = ANTOJO RESUELTO Hoy se cae a La Greca Gastronomía Rápida sí o sí ... Ver más,86,385c65e328eb4a2231c1ea39d339db8233823b463f4ed26cadc8ebe04215e56b,76,,,,,,No,No,No,Si
2026-06-29 17:18:43,https://www.facebook.com/groups/1745396122434438/,Regalando almuerzos a las personas por las calles Es mejor dar que recibir. La re buena #facebookviral #fblifestyles,116,5ac93ebc4e4130bfe253d098937d36434af745511ffdd9c5a94eb2efe81f1fae,77,,,,almuerzos/corrientazo,almuerzo | almuerzos,No,No,Si,Si
2026-06-29 17:19:06,https://www.facebook.com/groups/1745396122434438/,Amor a primera mordida,22,a8e3fbce638bb2dd1bb0c45e82e33756e29a68b07b397bb0409a15c51f9e11fd,78,,,,,,No,No,No,Si
2026-06-29 17:19:06,https://www.facebook.com/groups/1745396122434438/,¡EL VERDADERO SABOR DE LA PIZZA! En ... Ver más,47,ea79de995bfeef2e4f64a93ca81ea2d8dfc01f2aefda38a39f9ebeaac8fa187d,78,,,,pizza,pizza,No,No,Si,Si
2026-06-29 17:19:29,https://www.facebook.com/groups/1745396122434438/,Este Día de la Madre… tú eliges: ¿cocinar o sorprenderla como se merece? En... Ver más,86,c97903476619dfb8015c493d7206fd03cc054c4f23c6015fb97d300b77570e08,79,,,,,,No,No,No,Si
2026-06-29 17:19:29,https://www.facebook.com/groups/1745396122434438/,Este Día de la Madre no cocines… sorprende a mamá.... Ver más,61,3f1caf07f883973263e12a9784991b5817e65c88cff1c620ede9847f632b7302,79,,,,,,No,No,No,Si
2026-06-29 17:20:34,https://www.facebook.com/groups/1745396122434438/,El que menos tiene es el que mas da .. #fblifestyles #facebookviral,67,e9f1970ecc018f09120cd09b55e6305ec58fd103d0bc822c5b49f77abd0c5071,81,,,,,,No,No,No,Si
2026-06-29 17:21:30,https://www.facebook.com/groups/1745396122434438/,Lunes de Tremendas N... Ver más,31,14f4cb6a13c94fb112dc3814a9efe8fe65a8a0c6870a4032f1e446b64eae9be1,83,,,,,,No,No,No,Si
2026-06-29 17:21:31,https://www.facebook.com/groups/1745396122434438/,Concha dulce atracción #fresas#fresasconcrema Yenis Amorsito Silgado,68,15b777a3839fa4748f76dc60f8af2ae242c33e82a7b203cd817e123f1c3fa1bc,83,,,,,,No,No,No,Si
2026-06-29 17:22:03,https://www.facebook.com/groups/1745396122434438/,Hicimos empanadas para la cena. #recetas #comidacasera #delicioso Ver menos,75,652d08e83ff704378bc1d59732bb55f8cbd914c00cefbc724192bf205e43c214,84,,,,,,No,No,No,Si
2026-06-29 17:22:04,https://www.facebook.com/groups/1745396122434438/,Terminamos semana en la Greca y estamos super activos esperando a tomar sus pedidos o visitas en nuestro punto de venta! Info al 3013845198 o calle 37 sur #32 24 Envigado,170,69797ffe23418f7968217b576eb92faf0235e053d92044392f34b3214e96b0fa,84,,,,,,No,No,No,Si
2026-06-29 17:22:52,https://www.facebook.com/groups/1745396122434438/,¿Hormigas en la cocina? No dejes que arruinen tu espacio. ... Ver más,69,60e7825ca1b53ddbf99f3045d806c5ea7afcf3cb2921e6cf9ed2adb7946e52b8,86,,,,,,No,No,No,Si
2026-06-29 17:22:53,https://www.facebook.com/groups/1745396122434438/,¡COMBINA Y DISFRUTA! -... Ver más,33,e217929f46525f29c77b8572e7a2bc1064a274bbfa4df86d81f95c523708aeed,86,,,,,,No,No,No,Si
2026-06-29 17:23:07,https://www.facebook.com/groups/1745396122434438/,Estamos ubicados en el barrio obrero Cra 52#32-48... Ver más,60,19f766eb1f3999aad52b2de61e66af69865f321920ca600dd53f274514e431d8,87,,Cra 52#32-48,obrero,,,No,Si,No,Si
2026-06-29 17:23:07,https://www.facebook.com/groups/1745396122434438/,Haciendo el almuerzo con mi hijo,32,89cf44e99601493fbe359f68f55d81f7e8069985e50f6fa3523a26e6b4afde77,87,,,,almuerzos/corrientazo,almuerzo,No,No,Si,Si
2026-06-29 17:23:07,https://www.facebook.com/groups/1745396122434438/,Domicilios 302 5223321 Descuentos solo por hoy,46,e803dd970abdd23b0832b628aced3b7472dfec5480ac99d5ec8a4f2de8308696,87,,,,,,No,No,No,Si
2026-06-29 17:23:42,https://www.facebook.com/groups/1745396122434438/,Jueves y ya estamos activos para ustedes en el punto de venta o a domicilio Visitanos en la calle 37 sur#32 - 24 Envigado o comunicate al 3013845198,148,d845eeaba8ecb6e638894b69120fbfbc5cba51b7babce921a9d842cd12dc6f09,88,,,,,,No,No,No,Si
